Sub Account Number,Parent Account Number,Invoice Number,Parent Invoice Number,Invoice Type,NMI : MIRN : DPI,Supplier,Supplier ABN,Bill Type,Cancelled Invoice Number,Adjustment Reason,Fuel,Parent Account Name 1,Parent Account Name 2,Parent Account Name 3,Sub Account Name 1,Sub Account Name 2,Sub Account Name 3,Service Address,Issue Date,Energy Agreement,Tariff Description,Distributor Name,Network Tariff Code 1,Network Tariff Code 2,Network Tariff Code 3,Network Tariff Code 4,Network  Tariff Code 5,Days,Start Date,End Date,Charge Date,Type,Charge Type,Charge Description,Meter Number,Read Type,Estimated Reason,Start Read,End Read,Volume,Multiplier,Factor,Heating Value,Energy Units,Units of Measure,Charge/Rate,Charge/Rate UOM,Amount(GST incl),Sub Totals (GST excl),Sub Totals GST,Sub Total(GST incl.),Total Energy Usage,Total Current Account Charges (GST excl.),Total GST,Total Current Account Charges (GST incl),Due,Next Scheduled Read Date,Average Cost per Day,Average Daily Usage - Current Period,Average Daily Usage - This Time Last Year,CO2 Emissions for current period (tonnes),CO2 Emissions same time last year (tonnes),CO2 Emissions Saved for current period (tonnes)
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918184,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-16,,353 PRINCES HWY COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918192,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-18,,27 CHAPEL ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918192,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-18,,27 CHAPEL ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918192,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-18,,27 CHAPEL ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918201,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-19,,39 CHURCH ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918201,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-19,,39 CHURCH ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918201,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-19,,39 CHURCH ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918219,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-21,,39 CLARK ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918219,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-21,,39 CLARK ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038918219,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3COL-01-21,,39 CLARK ST COLAC VIC 3250,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922689,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-08,,137 WALKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922689,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-08,,137 WALKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922689,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-08,,137 WALKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922707,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-03,,20A CAMPBELL ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922707,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-03,,20A CAMPBELL ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922707,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-03,,20A CAMPBELL ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922770,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-13,,13 BURNETT RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922770,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-13,,13 BURNETT RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922770,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-13,,13 BURNETT RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922806,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-12,,139 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922806,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-12,,139 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922806,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-12,,139 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922820,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-05,,114 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922820,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-05,,114 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922820,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-05,,114 HARGRAVES ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922854,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-19,,78 MALDON RD MCKENZIE HILL VIC 3451,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,Micronode (48),Micronode (48),,,,,,,1,,,31,Day,1.53516,$/Day,47.59,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922854,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-19,,78 MALDON RD MCKENZIE HILL VIC 3451,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,43.26,4.33,47.59,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922854,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-19,,78 MALDON RD MCKENZIE HILL VIC 3451,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,43.26,4.33,47.59,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923497,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-11,,105 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,Micronode (48),Micronode (48),,,,,,,1,,,31,Day,1.53516,$/Day,47.59,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923497,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-11,,105 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,43.26,4.33,47.59,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923497,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-11,,105 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,43.26,4.33,47.59,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923547,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-02,,157 BARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923547,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-02,,157 BARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038923547,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-02,,157 BARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922671,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-10,,39 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922671,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-10,,39 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922671,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-10,,39 BLAKELEY RD CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922697,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-04,,258 DOVETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922697,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-04,,258 DOVETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922697,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-04,,258 DOVETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922715,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-17,,52 ELIZABETH ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922715,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-17,,52 ELIZABETH ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922715,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-17,,52 ELIZABETH ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922788,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-01,,64 LYTTLETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922788,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-01,,64 LYTTLETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922788,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-01,,64 LYTTLETON ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922814,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-09,,19 PARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922814,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-09,,19 PARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038922814,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,NBN 3CAS-20-09,,19 PARKER ST CASTLEMAINE VIC 3450,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
